,Name,Address,Type,Latitude_MAIN,Longitude_MAIN,Latitude_temp,Longitude_temp
3263,SWASTIK INFOTECH SOLUTIONS,"547 ka/66/2, shivpuri, Jalalpur Railway Crossing, Devpur, Rajajipuram, Lucknow",establishment,26.83086,80.88195,26.8307583,80.8842860
3264,Pioneer Montessori School,"C-18, Rajajipuram, Lucknow",school,26.83086,80.88195,26.8341656,80.8816213
3265,Pioneer Montessori School,"C-18, Rajajipuram, Lucknow",point_of_interest,26.83086,80.88195,26.8341656,80.8816213
3266,Pioneer Montessori School,"C-18, Rajajipuram, Lucknow",establishment,26.83086,80.88195,26.8341656,80.8816213
3267,Red Rose School,"Block C, Rajajipuram, Lucknow",school,26.83086,80.88195,26.8350138,80.8828390
3268,Red Rose School,"Block C, Rajajipuram, Lucknow",point_of_interest,26.83086,80.88195,26.8350138,80.8828390
3269,Red Rose School,"Block C, Rajajipuram, Lucknow",establishment,26.83086,80.88195,26.8350138,80.8828390
3270,Anand Films,"A 108/4, Model House Road, Aminabad, Lucknow",movie_theater,26.83086,80.88195,26.8268660,80.8837610
3271,Anand Films,"A 108/4, Model House Road, Aminabad, Lucknow",home_goods_store,26.83086,80.88195,26.8268660,80.8837610
3272,Anand Films,"A 108/4, Model House Road, Aminabad, Lucknow",point_of_interest,26.83086,80.88195,26.8268660,80.8837610
3273,Anand Films,"A 108/4, Model House Road, Aminabad, Lucknow",store,26.83086,80.88195,26.8268660,80.8837610
3274,Anand Films,"A 108/4, Model House Road, Aminabad, Lucknow",establishment,26.83086,80.88195,26.8268660,80.8837610
3275,Punjab National Bank,"D-55, Rajajipuram, Lucknow",atm,26.83086,80.88195,26.8356836,80.8791295
3276,Punjab National Bank,"D-55, Rajajipuram, Lucknow",bank,26.83086,80.88195,26.8356836,80.8791295
3277,Punjab National Bank,"D-55, Rajajipuram, Lucknow",finance,26.83086,80.88195,26.8356836,80.8791295
3278,Punjab National Bank,"D-55, Rajajipuram, Lucknow",point_of_interest,26.83086,80.88195,26.8356836,80.8791295
3279,Punjab National Bank,"D-55, Rajajipuram, Lucknow",establishment,26.83086,80.88195,26.8356836,80.8791295
3280,Anuj Singh,"B-115, RajajiPuram, Lucknow",point_of_interest,26.83086,80.88195,26.8341657,80.8869162
3281,Anuj Singh,"B-115, RajajiPuram, Lucknow",establishment,26.83086,80.88195,26.8341657,80.8869162
3282,Jyoti enviro,"Block C, Rajajipuram, Lucknow",point_of_interest,26.83086,80.88195,26.8342383,80.8830535
3283,Jyoti enviro,"Block C, Rajajipuram, Lucknow",establishment,26.83086,80.88195,26.8342383,80.8830535
3284,Sanchetna Financial Services Pvt Ltd,"B -348/3, Rajajipuram, Lucknow",finance,26.83086,80.88195,26.8345288,80.8850804
3285,Sanchetna Financial Services Pvt Ltd,"B -348/3, Rajajipuram, Lucknow",point_of_interest,26.83086,80.88195,26.8345288,80.8850804
3286,Sanchetna Financial Services Pvt Ltd,"B -348/3, Rajajipuram, Lucknow",establishment,26.83086,80.88195,26.8345288,80.8850804
3287,COLOSSAL AD MEDIA PVT LTD,"S-86/16, Madhur Milan Complex, (Opp. Red Rose School), D-Block, Rajaji Puram,, Lucknow",point_of_interest,26.83086,80.88195,26.8363160,80.8799571
3288,COLOSSAL AD MEDIA PVT LTD,"S-86/16, Madhur Milan Complex, (Opp. Red Rose School), D-Block, Rajaji Puram,, Lucknow",establishment,26.83086,80.88195,26.8363160,80.8799571
3289,Disha Computer,"Luckhaman Behari Para Road, Luckhaman Behari Para Road, Jalal Pur Crossing, Rajajipuram, Lucknow",point_of_interest,26.83086,80.88195,26.8335570,80.8807630
3290,Disha Computer,"Luckhaman Behari Para Road, Luckhaman Behari Para Road, Jalal Pur Crossing, Rajajipuram, Lucknow",establishment,26.83086,80.88195,26.8335570,80.8807630
3291,TITAN WATHCES,"Devpur, Rajajipuram, Lucknow",point_of_interest,26.83086,80.88195,26.8302437,80.8818895
3292,TITAN WATHCES,"Devpur, Rajajipuram, Lucknow",store,26.83086,80.88195,26.8302437,80.8818895
3293,TITAN WATHCES,"Devpur, Rajajipuram, Lucknow",establishment,26.83086,80.88195,26.8302437,80.8818895
3294,The Beer Shop,"Luckhaman Behari Para Road, Luckhaman Behari Para Road, Jalal Pur Crossing, Rajajipuram, Lucknow",liquor_store,26.83086,80.88195,26.8335720,80.8807280
3295,The Beer Shop,"Luckhaman Behari Para Road, Luckhaman Behari Para Road, Jalal Pur Crossing, Rajajipuram, Lucknow",food,26.83086,80.88195,26.8335720,80.8807280
3296,The Beer Shop,"Luckhaman Behari Para Road, Luckhaman Behari Para Road, Jalal Pur Crossing, Rajajipuram, Lucknow",point_of_interest,26.83086,80.88195,26.8335720,80.8807280
3297,The Beer Shop,"Luckhaman Behari Para Road, Luckhaman Behari Para Road, Jalal Pur Crossing, Rajajipuram, Lucknow",store,26.83086,80.88195,26.8335720,80.8807280
3298,The Beer Shop,"Luckhaman Behari Para Road, Luckhaman Behari Para Road, Jalal Pur Crossing, Rajajipuram, Lucknow",establishment,26.83086,80.88195,26.8335720,80.8807280
3299,XEROX Copiers,"545KA/RV/1234, Para Road, Ram Vihar Colony, Devpur, Rajajipuram, Lucknow",point_of_interest,26.83086,80.88195,26.8307080,80.8800575
3300,XEROX Copiers,"545KA/RV/1234, Para Road, Ram Vihar Colony, Devpur, Rajajipuram, Lucknow",establishment,26.83086,80.88195,26.8307080,80.8800575
3301,Sharma Timber Store,"Para Road, Jalal Pur Phatak, Laxman Vihar, Devpur, Rajajipuram, Lucknow",point_of_interest,26.83086,80.88195,26.8328300,80.8832900
3302,Sharma Timber Store,"Para Road, Jalal Pur Phatak, Laxman Vihar, Devpur, Rajajipuram, Lucknow",store,26.83086,80.88195,26.8328300,80.8832900
3303,Sharma Timber Store,"Para Road, Jalal Pur Phatak, Laxman Vihar, Devpur, Rajajipuram, Lucknow",establishment,26.83086,80.88195,26.8328300,80.8832900
3304,Block E,Block E,sublocality_level_2,26.83086,80.88195,26.8420304,80.8778858
3305,Block E,Block E,sublocality,26.83086,80.88195,26.8420304,80.8778858
3306,Block E,Block E,political,26.83086,80.88195,26.8420304,80.8778858
3307,OYO 25069 Xpress home,"behind old powerhouse, 16, Tulsi Vihar Road, Sector 14, Indira Nagar, Lucknow",lodging,26.88669,80.99334,26.8930660,80.9966360
3308,OYO 25069 Xpress home,"behind old powerhouse, 16, Tulsi Vihar Road, Sector 14, Indira Nagar, Lucknow",point_of_interest,26.88669,80.99334,26.8930660,80.9966360
3309,OYO 25069 Xpress home,"behind old powerhouse, 16, Tulsi Vihar Road, Sector 14, Indira Nagar, Lucknow",establishment,26.88669,80.99334,26.8930660,80.9966360
3310,OYO Townhouse 244 Munshipuliya,"20/43 Nh-24A, Sector 20, Indira Nagar, Lucknow",lodging,26.88669,80.99334,26.8858706,80.9835100
3311,OYO Townhouse 244 Munshipuliya,"20/43 Nh-24A, Sector 20, Indira Nagar, Lucknow",point_of_interest,26.88669,80.99334,26.8858706,80.9835100
3312,OYO Townhouse 244 Munshipuliya,"20/43 Nh-24A, Sector 20, Indira Nagar, Lucknow",establishment,26.88669,80.99334,26.8858706,80.9835100
3313,Lucknow Cabs,"Shop 13 Lekhraj Gold,Munshipulia, Indira Nagar, Sector 16 Sector 17, Sector 14, Indira Nagar, Lucknow",travel_agency,26.88669,80.99334,26.8857618,80.9939111
3314,Lucknow Cabs,"Shop 13 Lekhraj Gold,Munshipulia, Indira Nagar, Sector 16 Sector 17, Sector 14, Indira Nagar, Lucknow",point_of_interest,26.88669,80.99334,26.8857618,80.9939111
3315,Lucknow Cabs,"Shop 13 Lekhraj Gold,Munshipulia, Indira Nagar, Sector 16 Sector 17, Sector 14, Indira Nagar, Lucknow",establishment,26.88669,80.99334,26.8857618,80.9939111
3316,Rich Garments,"Flat No-1, Om Plaza, Indira Nagar, Lucknow",clothing_store,26.88669,80.99334,26.8891090,80.9912880
3317,Rich Garments,"Flat No-1, Om Plaza, Indira Nagar, Lucknow",point_of_interest,26.88669,80.99334,26.8891090,80.9912880
3318,Rich Garments,"Flat No-1, Om Plaza, Indira Nagar, Lucknow",store,26.88669,80.99334,26.8891090,80.9912880
3319,Rich Garments,"Flat No-1, Om Plaza, Indira Nagar, Lucknow",establishment,26.88669,80.99334,26.8891090,80.9912880
3320,Onkar Homeopathic Clinic,"Ishwar Puri, Indira Nagar, Lucknow",health,26.88669,80.99334,26.8808278,80.9979674
3321,Onkar Homeopathic Clinic,"Ishwar Puri, Indira Nagar, Lucknow",point_of_interest,26.88669,80.99334,26.8808278,80.9979674
3322,Onkar Homeopathic Clinic,"Ishwar Puri, Indira Nagar, Lucknow",establishment,26.88669,80.99334,26.8808278,80.9979674
3323,Battery Shoppee,"Shop No-LGF 6&7 Lekhraj Gold, Munshi Puliya, Sector 16, Indiranagar Colony, Lucknow",car_repair,26.88669,80.99334,26.8856770,80.9941000
3324,Battery Shoppee,"Shop No-LGF 6&7 Lekhraj Gold, Munshi Puliya, Sector 16, Indiranagar Colony, Lucknow",point_of_interest,26.88669,80.99334,26.8856770,80.9941000
3325,Battery Shoppee,"Shop No-LGF 6&7 Lekhraj Gold, Munshi Puliya, Sector 16, Indiranagar Colony, Lucknow",store,26.88669,80.99334,26.8856770,80.9941000
3326,Battery Shoppee,"Shop No-LGF 6&7 Lekhraj Gold, Munshi Puliya, Sector 16, Indiranagar Colony, Lucknow",establishment,26.88669,80.99334,26.8856770,80.9941000
3327,Website Development,"Indira Nagar Road, Munshi Pulia, Lucknow",point_of_interest,26.88669,80.99334,26.8880456,80.9929672
3328,Website Development,"Indira Nagar Road, Munshi Pulia, Lucknow",establishment,26.88669,80.99334,26.8880456,80.9929672
3329,TRIDENTal : Tripathi Dental Clinic & Implant Centre,"240, I st Floor, Prime Plaza, Munshi Puliya,, Indira Nagar, Lucknow",dentist,26.88669,80.99334,26.8855580,80.9953790
3330,TRIDENTal : Tripathi Dental Clinic & Implant Centre,"240, I st Floor, Prime Plaza, Munshi Puliya,, Indira Nagar, Lucknow",health,26.88669,80.99334,26.8855580,80.9953790
3331,TRIDENTal : Tripathi Dental Clinic & Implant Centre,"240, I st Floor, Prime Plaza, Munshi Puliya,, Indira Nagar, Lucknow",point_of_interest,26.88669,80.99334,26.8855580,80.9953790
3332,TRIDENTal : Tripathi Dental Clinic & Implant Centre,"240, I st Floor, Prime Plaza, Munshi Puliya,, Indira Nagar, Lucknow",establishment,26.88669,80.99334,26.8855580,80.9953790
3333,Aditya Clinic,"16, adj. Prime Plaza Complex, 1451, NH-24, Indira Nagar, Indira Nagar, Lucknow",hospital,26.88669,80.99334,26.8864600,80.9954900
3334,Aditya Clinic,"16, adj. Prime Plaza Complex, 1451, NH-24, Indira Nagar, Indira Nagar, Lucknow",health,26.88669,80.99334,26.8864600,80.9954900
3335,Aditya Clinic,"16, adj. Prime Plaza Complex, 1451, NH-24, Indira Nagar, Indira Nagar, Lucknow",point_of_interest,26.88669,80.99334,26.8864600,80.9954900
3336,Aditya Clinic,"16, adj. Prime Plaza Complex, 1451, NH-24, Indira Nagar, Indira Nagar, Lucknow",establishment,26.88669,80.99334,26.8864600,80.9954900
3337,Business Innovation,"Arohi Arcade, Aravali Road, Sector 16, Indira Nagar, Lucknow",point_of_interest,26.88669,80.99334,26.8856699,80.9945919
3338,Business Innovation,"Arohi Arcade, Aravali Road, Sector 16, Indira Nagar, Lucknow",establishment,26.88669,80.99334,26.8856699,80.9945919
3339,Nitech Computer Systems,"Sector 16, Indira Nagar, Munshi Pulia, Lucknow",point_of_interest,26.88669,80.99334,26.8845346,80.9947375
3340,Nitech Computer Systems,"Sector 16, Indira Nagar, Munshi Pulia, Lucknow",establishment,26.88669,80.99334,26.8845346,80.9947375
3341,WayToArticles : Cheap & Best Article Writing Services,"403, Prime Plaza, Munshi Puliya, Indira Nagar, Lucknow",point_of_interest,26.88669,80.99334,26.8857580,80.9951793
3342,WayToArticles : Cheap & Best Article Writing Services,"403, Prime Plaza, Munshi Puliya, Indira Nagar, Lucknow",establishment,26.88669,80.99334,26.8857580,80.9951793
3343,Toplogic Softlabs Pvt. Ltd.,"P.O. Indra Nagar, 50/51, Narain Nagar, Phase-A,, Lucknow",point_of_interest,26.88669,80.99334,26.8916377,80.9926111
3344,Toplogic Softlabs Pvt. Ltd.,"P.O. Indra Nagar, 50/51, Narain Nagar, Phase-A,, Lucknow",establishment,26.88669,80.99334,26.8916377,80.9926111
3345,Vista Beauty Care,"near Hanuman Mandir, H-3, Munshi Pulia, Indira Nagar, Lucknow",beauty_salon,26.88669,80.99334,26.8845400,80.9960600
3346,Vista Beauty Care,"near Hanuman Mandir, H-3, Munshi Pulia, Indira Nagar, Lucknow",point_of_interest,26.88669,80.99334,26.8845400,80.9960600
3347,Vista Beauty Care,"near Hanuman Mandir, H-3, Munshi Pulia, Indira Nagar, Lucknow",establishment,26.88669,80.99334,26.8845400,80.9960600
3348,Future Developers,"20, Prime Plaza, Munshi Pulia, Indira Nagar, Lucknow",point_of_interest,26.88669,80.99334,26.8855020,80.9953620
3349,Future Developers,"20, Prime Plaza, Munshi Pulia, Indira Nagar, Lucknow",establishment,26.88669,80.99334,26.8855020,80.9953620
3350,State Bank Of India,"Sector 16, Indira Nagar, Lucknow",atm,26.88669,80.99334,26.8874640,80.9955320
3351,State Bank Of India,"Sector 16, Indira Nagar, Lucknow",bank,26.88669,80.99334,26.8874640,80.9955320
3352,State Bank Of India,"Sector 16, Indira Nagar, Lucknow",finance,26.88669,80.99334,26.8874640,80.9955320
3353,State Bank Of India,"Sector 16, Indira Nagar, Lucknow",point_of_interest,26.88669,80.99334,26.8874640,80.9955320
3354,State Bank Of India,"Sector 16, Indira Nagar, Lucknow",establishment,26.88669,80.99334,26.8874640,80.9955320
3355,Tata Indicom,"54, Munshi Pulia, Munshi Pulia, Near Hanuman Mandir, Indira Nagar, Lucknow",point_of_interest,26.88669,80.99334,26.8857493,80.9950666
3356,Tata Indicom,"54, Munshi Pulia, Munshi Pulia, Near Hanuman Mandir, Indira Nagar, Lucknow",establishment,26.88669,80.99334,26.8857493,80.9950666
3357,Reliance Mobile Store,"Near 37, Hanuman Mandir Marg, Munshi Pulia, Indira Nagar, Lucknow",point_of_interest,26.88669,80.99334,26.8858400,80.9943400
3358,Reliance Mobile Store,"Near 37, Hanuman Mandir Marg, Munshi Pulia, Indira Nagar, Lucknow",store,26.88669,80.99334,26.8858400,80.9943400
3359,Reliance Mobile Store,"Near 37, Hanuman Mandir Marg, Munshi Pulia, Indira Nagar, Lucknow",establishment,26.88669,80.99334,26.8858400,80.9943400
3360,B Block,B Block,sublocality_level_2,26.88669,80.99334,26.8807345,80.9829631
3361,B Block,B Block,sublocality,26.88669,80.99334,26.8807345,80.9829631
3362,B Block,B Block,political,26.88669,80.99334,26.8807345,80.9829631
3363,OYO Flagship 19334 Shanta Inn Charbagh,"92, near Bansmandi Chauraha, 193, Gautam Buddha Marg, Naka Hindola, Lucknow",lodging,26.84216,80.92879,26.8378530,80.9239010
3364,OYO Flagship 19334 Shanta Inn Charbagh,"92, near Bansmandi Chauraha, 193, Gautam Buddha Marg, Naka Hindola, Lucknow",point_of_interest,26.84216,80.92879,26.8378530,80.9239010
3365,OYO Flagship 19334 Shanta Inn Charbagh,"92, near Bansmandi Chauraha, 193, Gautam Buddha Marg, Naka Hindola, Lucknow",establishment,26.84216,80.92879,26.8378530,80.9239010
3366,Hotel Raj,"Near Burlington chauraha, 9, Vidhan Sabha Marg, Hussainganj, Lucknow",lodging,26.84216,80.92879,26.8399930,80.9362263
3367,Hotel Raj,"Near Burlington chauraha, 9, Vidhan Sabha Marg, Hussainganj, Lucknow",point_of_interest,26.84216,80.92879,26.8399930,80.9362263
3368,Hotel Raj,"Near Burlington chauraha, 9, Vidhan Sabha Marg, Hussainganj, Lucknow",establishment,26.84216,80.92879,26.8399930,80.9362263
3369,DTDC Courier,"11A, Vaidraj Complex, Gotam, Gotam Buddh Marg, Gopal Agency, Gautam Budh Marg, Lucknow",point_of_interest,26.84216,80.92879,26.8398138,80.9249738
3370,DTDC Courier,"11A, Vaidraj Complex, Gotam, Gotam Buddh Marg, Gopal Agency, Gautam Budh Marg, Lucknow",establishment,26.84216,80.92879,26.8398138,80.9249738
3371,Trackon Courier Pvt. Ltd.,"Station Road, Hussangang, Motilal Nehru Marg, Lalkuan, Lucknow",point_of_interest,26.84216,80.92879,26.8390610,80.9343783
3372,Trackon Courier Pvt. Ltd.,"Station Road, Hussangang, Motilal Nehru Marg, Lalkuan, Lucknow",establishment,26.84216,80.92879,26.8390610,80.9343783
3373,York Inn Boutique Hotel,"82/166 Guru Govind, Rajeshwar Singh Marg, Lalkuan, Lucknow",lodging,26.84216,80.92879,26.8376622,80.9277854
3374,York Inn Boutique Hotel,"82/166 Guru Govind, Rajeshwar Singh Marg, Lalkuan, Lucknow",point_of_interest,26.84216,80.92879,26.8376622,80.9277854
3375,York Inn Boutique Hotel,"82/166 Guru Govind, Rajeshwar Singh Marg, Lalkuan, Lucknow",establishment,26.84216,80.92879,26.8376622,80.9277854
3376,Target Centre,"10, Gautam Buddha Marg, Nazirabad, Ghasyari Mandi, Aminabad, Lucknow",point_of_interest,26.84216,80.92879,26.8486225,80.9306814
3377,Target Centre,"10, Gautam Buddha Marg, Nazirabad, Ghasyari Mandi, Aminabad, Lucknow",clothing_store,26.84216,80.92879,26.8486225,80.9306814
3378,Target Centre,"10, Gautam Buddha Marg, Nazirabad, Ghasyari Mandi, Aminabad, Lucknow",store,26.84216,80.92879,26.8486225,80.9306814
3379,Target Centre,"10, Gautam Buddha Marg, Nazirabad, Ghasyari Mandi, Aminabad, Lucknow",establishment,26.84216,80.92879,26.8486225,80.9306814
3380,Hewlett Packard,"68, Gandhi Asharam, Gandhi Asharam, Hazratganj, Lucknow",point_of_interest,26.84216,80.92879,26.8484793,80.9267742
3381,Hewlett Packard,"68, Gandhi Asharam, Gandhi Asharam, Hazratganj, Lucknow",establishment,26.84216,80.92879,26.8484793,80.9267742
3382,STARiHOTELS Charbagh Lucknow,"14, AP Sen Road, Cash and Pay Colony, Charbagh, Lucknow",lodging,26.84216,80.92879,26.8344876,80.9251033
3383,STARiHOTELS Charbagh Lucknow,"14, AP Sen Road, Cash and Pay Colony, Charbagh, Lucknow",point_of_interest,26.84216,80.92879,26.8344876,80.9251033
3384,STARiHOTELS Charbagh Lucknow,"14, AP Sen Road, Cash and Pay Colony, Charbagh, Lucknow",establishment,26.84216,80.92879,26.8344876,80.9251033
3385,S.B.S Services,"1st Floor, Madan Plaza, 14, National Highway 25, Station Road, Udaiganj, Lalkuan, Lucknow",local_government_office,26.84216,80.92879,26.8371940,80.9336100
3386,S.B.S Services,"1st Floor, Madan Plaza, 14, National Highway 25, Station Road, Udaiganj, Lalkuan, Lucknow",point_of_interest,26.84216,80.92879,26.8371940,80.9336100
3387,S.B.S Services,"1st Floor, Madan Plaza, 14, National Highway 25, Station Road, Udaiganj, Lalkuan, Lucknow",establishment,26.84216,80.92879,26.8371940,80.9336100
3388,National Insurance,"2, Vidyant, Naya Gaon, Near Basera Guest House, Latouche Road, Gautam Buddha Marg, Ghasyari Mandi, Aminabad, Lucknow",insurance_agency,26.84216,80.92879,26.8446613,80.9280101
3389,National Insurance,"2, Vidyant, Naya Gaon, Near Basera Guest House, Latouche Road, Gautam Buddha Marg, Ghasyari Mandi, Aminabad, Lucknow",point_of_interest,26.84216,80.92879,26.8446613,80.9280101
3390,National Insurance,"2, Vidyant, Naya Gaon, Near Basera Guest House, Latouche Road, Gautam Buddha Marg, Ghasyari Mandi, Aminabad, Lucknow",establishment,26.84216,80.92879,26.8446613,80.9280101
3391,OYO 60098 Radhey Inn,"12/63, Cantonment Road, Udai, Udaiganj, Hazratganj, Lucknow",lodging,26.84216,80.92879,26.8473522,80.9336869
3392,OYO 60098 Radhey Inn,"12/63, Cantonment Road, Udai, Udaiganj, Hazratganj, Lucknow",point_of_interest,26.84216,80.92879,26.8473522,80.9336869
3393,OYO 60098 Radhey Inn,"12/63, Cantonment Road, Udai, Udaiganj, Hazratganj, Lucknow",establishment,26.84216,80.92879,26.8473522,80.9336869
3394,Bank of India,"Naer Naka Hindola Branch, Naer Naka Hindola Branch, Naer Amber Hotal, Naka Hindola, Lucknow",bank,26.84216,80.92879,26.8372000,80.9224000
3395,Bank of India,"Naer Naka Hindola Branch, Naer Naka Hindola Branch, Naer Amber Hotal, Naka Hindola, Lucknow",finance,26.84216,80.92879,26.8372000,80.9224000
3396,Bank of India,"Naer Naka Hindola Branch, Naer Naka Hindola Branch, Naer Amber Hotal, Naka Hindola, Lucknow",point_of_interest,26.84216,80.92879,26.8372000,80.9224000
3397,Bank of India,"Naer Naka Hindola Branch, Naer Naka Hindola Branch, Naer Amber Hotal, Naka Hindola, Lucknow",establishment,26.84216,80.92879,26.8372000,80.9224000
3398,"Hotel Golden Sky, Lucknow","21-A, AP Sen Road, Charbagh, Lucknow",lodging,26.84216,80.92879,26.8337456,80.9297875
3399,"Hotel Golden Sky, Lucknow","21-A, AP Sen Road, Charbagh, Lucknow",point_of_interest,26.84216,80.92879,26.8337456,80.9297875
3400,"Hotel Golden Sky, Lucknow","21-A, AP Sen Road, Charbagh, Lucknow",establishment,26.84216,80.92879,26.8337456,80.9297875
3401,Hotel Umang,"172-A, Gautam Buddha Marg, Naka Hindola, Lucknow",lodging,26.84216,80.92879,26.8409640,80.9261830
3402,Hotel Umang,"172-A, Gautam Buddha Marg, Naka Hindola, Lucknow",point_of_interest,26.84216,80.92879,26.8409640,80.9261830
3403,Hotel Umang,"172-A, Gautam Buddha Marg, Naka Hindola, Lucknow",establishment,26.84216,80.92879,26.8409640,80.9261830
3404,C N Comforts Hotel & Dormitory,"93/4, Arya Samaj Road Ganesh ganj Near New Graphic Arts, Lucknow",lodging,26.84216,80.92879,26.8407900,80.9250520
3405,C N Comforts Hotel & Dormitory,"93/4, Arya Samaj Road Ganesh ganj Near New Graphic Arts, Lucknow",point_of_interest,26.84216,80.92879,26.8407900,80.9250520
3406,C N Comforts Hotel & Dormitory,"93/4, Arya Samaj Road Ganesh ganj Near New Graphic Arts, Lucknow",establishment,26.84216,80.92879,26.8407900,80.9250520
3407,Hotel g3,"82/74 guru govind, Rajeshwar Singh Marg, Lalkuan, Lucknow",lodging,26.84216,80.92879,26.8387046,80.9311586
3408,Hotel g3,"82/74 guru govind, Rajeshwar Singh Marg, Lalkuan, Lucknow",point_of_interest,26.84216,80.92879,26.8387046,80.9311586
3409,Hotel g3,"82/74 guru govind, Rajeshwar Singh Marg, Lalkuan, Lucknow",establishment,26.84216,80.92879,26.8387046,80.9311586
3410,Talwar Typewriter,"Kaiserbagh Circus, Nazirabad, Aminabad, Lucknow",point_of_interest,26.84216,80.92879,26.8490670,80.9301230
3411,Talwar Typewriter,"Kaiserbagh Circus, Nazirabad, Aminabad, Lucknow",establishment,26.84216,80.92879,26.8490670,80.9301230
3412,STARiHOTEL Lucknow,"5, Gautam Budh Marg, Bansmandi, Lucknow",lodging,26.84216,80.92879,26.8382166,80.9240860
3413,STARiHOTEL Lucknow,"5, Gautam Budh Marg, Bansmandi, Lucknow",point_of_interest,26.84216,80.92879,26.8382166,80.9240860
3414,STARiHOTEL Lucknow,"5, Gautam Budh Marg, Bansmandi, Lucknow",establishment,26.84216,80.92879,26.8382166,80.9240860
3415,Swadeshi Market,Swadeshi Market,sublocality_level_2,26.84216,80.92879,26.8456702,80.9256124
3416,Swadeshi Market,Swadeshi Market,sublocality,26.84216,80.92879,26.8456702,80.9256124
3417,Swadeshi Market,Swadeshi Market,political,26.84216,80.92879,26.8456702,80.9256124
3418,Bank of India,"Khun Khun Ji Road Chowk, Chowk, Lucknow",bank,26.8709,80.91336,26.8664280,80.9083529
3419,Bank of India,"Khun Khun Ji Road Chowk, Chowk, Lucknow",finance,26.8709,80.91336,26.8664280,80.9083529
3420,Bank of India,"Khun Khun Ji Road Chowk, Chowk, Lucknow",point_of_interest,26.8709,80.91336,26.8664280,80.9083529
3421,Bank of India,"Khun Khun Ji Road Chowk, Chowk, Lucknow",establishment,26.8709,80.91336,26.8664280,80.9083529
3422,Punjab National Bank,"State Highway 25, Khun Khun Ji Road, Chowk, Lucknow",atm,26.8709,80.91336,26.8677147,80.9078203
3423,Punjab National Bank,"State Highway 25, Khun Khun Ji Road, Chowk, Lucknow",bank,26.8709,80.91336,26.8677147,80.9078203
3424,Punjab National Bank,"State Highway 25, Khun Khun Ji Road, Chowk, Lucknow",finance,26.8709,80.91336,26.8677147,80.9078203
3425,Punjab National Bank,"State Highway 25, Khun Khun Ji Road, Chowk, Lucknow",point_of_interest,26.8709,80.91336,26.8677147,80.9078203
3426,Punjab National Bank,"State Highway 25, Khun Khun Ji Road, Chowk, Lucknow",establishment,26.8709,80.91336,26.8677147,80.9078203
3427,IDBI Bank,"Khatari Tola, Khatari Tola, Manglam Chikan, Chowk, Lucknow",atm,26.8709,80.91336,26.8670698,80.9081754
3428,IDBI Bank,"Khatari Tola, Khatari Tola, Manglam Chikan, Chowk, Lucknow",bank,26.8709,80.91336,26.8670698,80.9081754
3429,IDBI Bank,"Khatari Tola, Khatari Tola, Manglam Chikan, Chowk, Lucknow",finance,26.8709,80.91336,26.8670698,80.9081754
3430,IDBI Bank,"Khatari Tola, Khatari Tola, Manglam Chikan, Chowk, Lucknow",point_of_interest,26.8709,80.91336,26.8670698,80.9081754
3431,IDBI Bank,"Khatari Tola, Khatari Tola, Manglam Chikan, Chowk, Lucknow",establishment,26.8709,80.91336,26.8670698,80.9081754
3432,Mahesvaram,"Neebu Park Road, State Highway 40, Chowk, Lucknow",clothing_store,26.8709,80.91336,26.8661459,80.9106633
3433,Mahesvaram,"Neebu Park Road, State Highway 40, Chowk, Lucknow",point_of_interest,26.8709,80.91336,26.8661459,80.9106633
3434,Mahesvaram,"Neebu Park Road, State Highway 40, Chowk, Lucknow",store,26.8709,80.91336,26.8661459,80.9106633
3435,Mahesvaram,"Neebu Park Road, State Highway 40, Chowk, Lucknow",establishment,26.8709,80.91336,26.8661459,80.9106633
3436,Railway Booking,"Akbari Gate, Chowk, Akbari Gate Nakkhas Lko, Nakhas, Lucknow",point_of_interest,26.8709,80.91336,26.8685700,80.9076100
3437,Railway Booking,"Akbari Gate, Chowk, Akbari Gate Nakkhas Lko, Nakhas, Lucknow",establishment,26.8709,80.91336,26.8685700,80.9076100
3438,Bombay Furniture,"Hardoi Road, Hardoi Raod, Dubagga, Lucknow",store,26.8709,80.91336,26.8662400,80.9082900
3439,Bombay Furniture,"Hardoi Road, Hardoi Raod, Dubagga, Lucknow",point_of_interest,26.8709,80.91336,26.8662400,80.9082900
3440,Bombay Furniture,"Hardoi Road, Hardoi Raod, Dubagga, Lucknow",establishment,26.8709,80.91336,26.8662400,80.9082900
3441,King George's Medical University,"Shah Mina Road, Chowk, Lucknow",university,26.8709,80.91336,26.8692591,80.9162402
3442,King George's Medical University,"Shah Mina Road, Chowk, Lucknow",point_of_interest,26.8709,80.91336,26.8692591,80.9162402
3443,King George's Medical University,"Shah Mina Road, Chowk, Lucknow",establishment,26.8709,80.91336,26.8692591,80.9162402
3444,Jai Sales Corporation,"Ram Bazar Chowk, Ram Bazar Chowk, Manglam Chikan, Chowk, Lucknow",point_of_interest,26.8709,80.91336,26.8665100,80.9110600
3445,Jai Sales Corporation,"Ram Bazar Chowk, Ram Bazar Chowk, Manglam Chikan, Chowk, Lucknow",store,26.8709,80.91336,26.8665100,80.9110600
3446,Jai Sales Corporation,"Ram Bazar Chowk, Ram Bazar Chowk, Manglam Chikan, Chowk, Lucknow",establishment,26.8709,80.91336,26.8665100,80.9110600
